     61525        015    4845686    5164015
     61525        016    5164016    5483122
     61525        017    5483123    5811051
     61525        018    5811052    6131217
     61525        019    6131218    6449072
     61525        020    6449073    6767193
     61525        021    6767194    7087058
     61525        022    7087059    7405675
     61525        023    7405676    7722759
     61525        024    7722760    8041637
     61525        025    8041638    8368046
     61525        026    8368047    8686230
     61525        027    8686231    9005385
     61525        028    9005386    9356158
     61525        029    9356159    9700093
     61525        030    9700094   10016986
     61525        031   10016987   10333729
     61525        032   10333730   10649261
     61525        033   10649262   10967366
     61525        034   10967367   11284114
     61525        035   11284115   11602658
     61525        036   11602659   11919655
     61525        037   11919656   12238204
     61525        038   12238205   12557501
     61525        039   12557502   12962621
     61525        040   12962622   13380433
     61525        041   13380434   13728658
     61525        042   13728659   14041853
     61525        043   14041854   14390814
     61525        044   14390815   14709390
     61525        045   14709391   15025141
     61525        046   15025142   15342874
     61525        047   15342875   15694894
     61525        048   15694895   16011101
     61525        049   16011102   16328882
     61525        050   16328883   16646263
     61525        051   16646264   16671488
     61531        000          0     489374
     61531        001     489375     913611
     61531        002     913612    1224835
     61531        003    1224836    1507374
     61531        004    1507375    1786605
     61531        005    1786606    2095431
     61531        006    2095432    2387155
     61531        007    2387156    2708232
     61531        008    2708233    2919760
     61532        000          0     357095
     61532        001     357096     690612
     61532        002     690613    1045027
     61532        003    1045028    1345853
     61532        004    1345854    1635870
     61532        005    1635871    1926082
     61532        007    2213434    2497884
     61532        008    2497885    2787379
     61532        009    2787380    3073731
     61532        010    3073732    3359550
     61532        011    3359551    3639922
     61532        012    3639923    3918680
     61532        013    3918681    4200356
     61532        014    4200357    4481183
     61532        015    4481184    4767847
     61532        016    4767848    5076319
     61532        017    5076320    5392382
     61532        018    5392383    5673368
     61532        019    5673369    5989843
     61532        020    5989844    6276715
     61532        021    6276716    6552559
     61532        022    6552560    6830306
     61532        023    6830307    7108314
     61532        024    7108315    7384586
     61532        025    7384587    7661116
     61532        026    7661117    7938356
     61532        027    7938357    8215348
     61532        028    8215349    8511052
     61532        029    8511053    8789400
     61532        030    8789401    9064850
     61532        031    9064851    9341031
     61532        032    9341032    9618837
     61532        033    9618838    9895686
     61532        034    9895687   10198422
     61532        035   10198423   10471824
     61532        036   10471825   10744873
     61532        037   10744874   11017821
     61532        038   11017822   11293267
     61532        039   11293268   11566318
     61532        040   11566319   11840398
     61532        041   11840399   12114416
     61532        042   12114417   12386050
     61532        043   12386051   12660119
     61532        044   12660120   12934860
     61532        045   12934861   13207175
     61532        046   13207176   13374782
     61533        000          0     307979
     61533        001     307980     633144
     61533        002     633146     925819
     61533        003     925820    1215333
     61533        004    1215334    1503246
     61533        005    1503247    1790746
     61533        006    1790747    2079160
     61533        007    2079161    2365780
     61533        008    2365781    2651370
     61533        009    2651371    2937061
     61533        010    2937062    3222041
     61533        011    3222042    3509173
     61533        012    3509174    3795913
     61533        013    3795914    4083630
     61533        014    4083631    4386861
     61533        015    4386862    4685851
     61533        016    4685852    4970088
     61533        017    4970089    5251739
     61533        018    5251740    5534623
     61533        019    5534624    5816477
     61533        020    5816478    6098272
     61533        021    6098273    6381824
     61533        022    6381825    6482156
     61534        000          0     383007
     61534        001     383008     714919
     61534        002     714920    1013026
     61534        003    1013027    1275160
     61534        004    1275161    1593643
     61534        005    1593644    1893317
     61534        006    1893318    2160843
     61534        007    2160844    2423641
     61534        008    2423642    2686475
     61534        009    2686477    2953142
     61534        010    2953143    3219021
     61534        011    3219022    3486388
     61534        012    3486389    3750679
     61534        013    3750680    4016306
     61534        014    4016307    4281362
     61534        015    4281363    4545202
     61534        016    4545203    4810828
     61534        017    4810829    5017735
     61535        000          0     306498
     61535        001     306499     566812
     61535        002     566813     901973
     61535        003     901975    1182043
     61535        004    1182044    1462838
     61535        005    1462839    1776552
     61535        006    1776553    2061974
     61535        007    2061975    2346546
     61535        008    2346547    2631204
     61535        009    2631205    2914346
     61535        010    2914347    3194101
     61535        011    3194102    3479049
     61535        012    3479050    3763628
     61535        013    3763629    4045705
     61535        014    4045706    4327389
     61535        015    4327390    4609745
     61535        016    4609746    4891789
     61535        017    4891790    5174210
     61535        018    5174211    5488171
     61535        019    5488172    5771489
     61535        020    5771490    6051879
     61535        021    6051880    6329935
     61535        022    6329936    6609978
     61535        023    6609979    6890967
     61535        024    6890968    7171165
     61535        025    7171166    7451727
     61535        026    7451728    7732958
     61535        027    7732959    8014734
     61535        028    8014735    8297655
     61535        029    8297656    8579409
     61535        030    8579410    8861142
     61535        031    8861143    9143495
     61535        032    9143496    9424807
     61535        033    9424808    9707100
     61535        034    9707101    9992141
     61535        035    9992142   10310429
     61535        036   10310430   10594131
     61535        037   10594132   10879720
     61535        038   10879721   11164696
     61535        039   11164697   11450278
     61535        040   11450279   11736638
     61535        041   11736639   12052394
     61535        042   12052395   12336054
     61535        043   12336055   12621958
     61535        044   12621959   12907072
     61535        045   12907073   13194421
     61535        046   13194422   13512998
     61535        047   13512999   13795825
     61535        048   13795826   14076318
     61535        049   14076319   14361763
     61535        050   14361764   14653543
     61535        051   14653544   14961255
     61535        052   14961256   15243367
     61535        053   15243368   15526984
     61535        054   15526985   15811896
     61535        055   15811897   16097372
     61535        056   16097373   16397940
     61535        057   16397941   16707161
     61535        058   16707162   16995678
     61535        059   16995679   17070723
     61536        000          0     331132
     61536        001     331133     650215
     61536        002     650216     969954
     61536        003     969955    1288001
     61536        004    1288002    1606109
     61536        005    1606110    1927203
     61536        006    1927204    2245865
     61536        007    2245866    2564974
     61536        008    2564975    2884547
     61536        009    2884548    3203182
     61536        010    3203183    3522520
     61536        011    3522521    3840269
     61536        012    3840270    4165787
     61536        013    4165788    4485852
     61536        014    4485853    4799114
     61536        015    4799115    5111772
     61536        016    5111773    5426401
     61536        017    5426402    5767254
     61536        018    5767255    6078554
     61536        019    6078555    6388595
     61536        020    6388596    6709094
     61536        021    6709095    7019147
     61536        022    7019148    7352484
     61536        023    7352485    7664232
     61536        024    7664233    7974270
     61536        025    7974271    8284373
     61536        026    8284374    8595359
     61536        027    8595360    8765605
     61537        000          0     298884
     61537        001     298885     597931
     61537        002     597932     900551
     61537        003     900552    1201242
     61537        004    1201243    1501378
     61537        005    1501379    1800600
     61537        006    1800601    2099655
     61537        007    2099656    2400093
     61537        008    2400094    2717031
     61537        009    2717032    3036995
     61537        010    3036996    3337912
     61537        011    3337913    3640276
     61537        012    3640277    3942743
     61537        013    3942744    4261738
     61537        014    4261739    4566339
     61537        015    4566340    4871027
     61537        016    4871028    5178109
     61537        017    5178110    5493167
     61537        018    5493169    5794333
     61537        019    5794334    6097251
     61537        020    6097252    6398764
     61537        021    6398765    6698885
     61537        022    6698886    6999681
     61537        023    6999682    7297716
     61537        024    7297718    7596226
     61537        025    7596227    7894334
     61537        026    7894335    8211171
     61537        027    8211172    8508902
     61537        028    8508903    8509534
     61538        000          0     276605
     61538        001     276606     555018
     61538        002     555019     831946
     61538        003     831947    1107620
     61538        004    1107621    1383860
     61538        005    1383861    1662965
     61538        006    1662966    1940575
     61538        007    1940576    2219554
     61538        008    2219555    2498351
     61538        009    2498352    2579043
     61540        000          0     273910
     61540        001     273911     610614
     61540        002     610615     892663
     61540        003     892664    1169897
     61540        004    1169898    1446943
